x0501a,O=C(CCCc1ccccc1)N1CCOCC1,../../aligned_files/x0501a/x0501a_ligand.sdf,../../aligned_files/x0501a/x0501a_apo-desolv.pdb
x0501b,O=C(CCCc1ccccc1)N1CCOCC1,../../aligned_files/x0501b/x0501b_ligand.sdf,../../aligned_files/x0501b/x0501b_apo-desolv.pdb
x0407c,CCc1nnc(NC(=O)C2CCCO2)s1,../../aligned_files/x0407c/x0407c_ligand.sdf,../../aligned_files/x0407c/x0407c_apo-desolv.pdb
x0407a,CCc1nnc(NC(=O)C2CCCO2)s1,../../aligned_files/x0407a/x0407a_ligand.sdf,../../aligned_files/x0407a/x0407a_apo-desolv.pdb
x0407b,CCc1nnc(NC(=O)C2CCCO2)s1,../../aligned_files/x0407b/x0407b_ligand.sdf,../../aligned_files/x0407b/x0407b_apo-desolv.pdb
x0414a,CC(N)CN1CCOCC1,../../aligned_files/x0414a/x0414a_ligand.sdf,../../aligned_files/x0414a/x0414a_apo-desolv.pdb
x0414b,CC(N)CN1CCOCC1,../../aligned_files/x0414b/x0414b_ligand.sdf,../../aligned_files/x0414b/x0414b_apo-desolv.pdb
x0419b,CC(=O)c1cccc(NC(=O)N2CCOCC2)c1,../../aligned_files/x0419b/x0419b_ligand.sdf,../../aligned_files/x0419b/x0419b_apo-desolv.pdb
x0419a,CC(=O)c1cccc(NC(=O)N2CCOCC2)c1,../../aligned_files/x0419a/x0419a_ligand.sdf,../../aligned_files/x0419a/x0419a_apo-desolv.pdb
x0419c,CC(=O)c1cccc(NC(=O)N2CCOCC2)c1,../../aligned_files/x0419c/x0419c_ligand.sdf,../../aligned_files/x0419c/x0419c_apo-desolv.pdb
x0421a,Cn1cc(Cl)c(C(=O)NC2CCCC2)n1,../../aligned_files/x0421a/x0421a_ligand.sdf,../../aligned_files/x0421a/x0421a_apo-desolv.pdb
x0421b,Cn1cc(Cl)c(C(=O)NC2CCCC2)n1,../../aligned_files/x0421b/x0421b_ligand.sdf,../../aligned_files/x0421b/x0421b_apo-desolv.pdb
x0421c,Cn1cc(Cl)c(C(=O)NC2CCCC2)n1,../../aligned_files/x0421c/x0421c_ligand.sdf,../../aligned_files/x0421c/x0421c_apo-desolv.pdb
x0421d,Cn1cc(Cl)c(C(=O)NC2CCCC2)n1,../../aligned_files/x0421d/x0421d_ligand.sdf,../../aligned_files/x0421d/x0421d_apo-desolv.pdb
x0426b,CCn1cc(CNC(=O)c2cccnc2)cn1,../../aligned_files/x0426b/x0426b_ligand.sdf,../../aligned_files/x0426b/x0426b_apo-desolv.pdb
x0426a,CCn1cc(CNC(=O)c2cccnc2)cn1,../../aligned_files/x0426a/x0426a_ligand.sdf,../../aligned_files/x0426a/x0426a_apo-desolv.pdb
x0434a,O=C(NCc1ccccc1)c1cccc(F)c1,../../aligned_files/x0434a/x0434a_ligand.sdf,../../aligned_files/x0434a/x0434a_apo-desolv.pdb
x0436a,NC(=S)Nc1ccc(OC(F)(F)F)cc1,../../aligned_files/x0436a/x0436a_ligand.sdf,../../aligned_files/x0436a/x0436a_apo-desolv.pdb
x0436b,NC(=S)Nc1ccc(OC(F)(F)F)cc1,../../aligned_files/x0436b/x0436b_ligand.sdf,../../aligned_files/x0436b/x0436b_apo-desolv.pdb
x0456a,Cc1cccc(C(=O)NC(C)C2CC2)n1,../../aligned_files/x0456a/x0456a_ligand.sdf,../../aligned_files/x0456a/x0456a_apo-desolv.pdb
x0472a,CN(Cc1cccc(F)c1)S(N)(=O)=O,../../aligned_files/x0472a/x0472a_ligand.sdf,../../aligned_files/x0472a/x0472a_apo-desolv.pdb
x0472b,CN(Cc1cccc(F)c1)S(N)(=O)=O,../../aligned_files/x0472b/x0472b_ligand.sdf,../../aligned_files/x0472b/x0472b_apo-desolv.pdb
x0472c,CN(Cc1cccc(F)c1)S(N)(=O)=O,../../aligned_files/x0472c/x0472c_ligand.sdf,../../aligned_files/x0472c/x0472c_apo-desolv.pdb
x0479c,O=C(C1CC1)N1CCN(c2ccc(F)cc2)CC1,../../aligned_files/x0479c/x0479c_ligand.sdf,../../aligned_files/x0479c/x0479c_apo-desolv.pdb
x0479a,O=C(C1CC1)N1CCN(c2ccc(F)cc2)CC1,../../aligned_files/x0479a/x0479a_ligand.sdf,../../aligned_files/x0479a/x0479a_apo-desolv.pdb
x0479b,O=C(C1CC1)N1CCN(c2ccc(F)cc2)CC1,../../aligned_files/x0479b/x0479b_ligand.sdf,../../aligned_files/x0479b/x0479b_apo-desolv.pdb
x0483a,CC(=O)NCCc1ccc(S(N)(=O)=O)cc1,../../aligned_files/x0483a/x0483a_ligand.sdf,../../aligned_files/x0483a/x0483a_apo-desolv.pdb
x0485b,Cc1ccc(F)cc1NC(=O)c1ccncc1,../../aligned_files/x0485b/x0485b_ligand.sdf,../../aligned_files/x0485b/x0485b_apo-desolv.pdb
x0485c,Cc1ccc(F)cc1NC(=O)c1ccncc1,../../aligned_files/x0485c/x0485c_ligand.sdf,../../aligned_files/x0485c/x0485c_apo-desolv.pdb
x0485a,Cc1ccc(F)cc1NC(=O)c1ccncc1,../../aligned_files/x0485a/x0485a_ligand.sdf,../../aligned_files/x0485a/x0485a_apo-desolv.pdb
x0487b,CC(=O)NCc1ccc(S(N)(=O)=O)cc1,../../aligned_files/x0487b/x0487b_ligand.sdf,../../aligned_files/x0487b/x0487b_apo-desolv.pdb
x0487a,CC(=O)NCc1ccc(S(N)(=O)=O)cc1,../../aligned_files/x0487a/x0487a_ligand.sdf,../../aligned_files/x0487a/x0487a_apo-desolv.pdb
x0489a,CCOC(=O)C1CCN(c2cnccn2)CC1,../../aligned_files/x0489a/x0489a_ligand.sdf,../../aligned_files/x0489a/x0489a_apo-desolv.pdb
x0492a,O=C(NCc1ccco1)c1cnccn1,../../aligned_files/x0492a/x0492a_ligand.sdf,../../aligned_files/x0492a/x0492a_apo-desolv.pdb
x0492b,O=C(NCc1ccco1)c1cnccn1,../../aligned_files/x0492b/x0492b_ligand.sdf,../../aligned_files/x0492b/x0492b_apo-desolv.pdb
