smiles,hit0,hit1
[H]O[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])O[C@@]2(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]1([H])N([H])C1=NNC(C([H])([H])C([H])([H])[H])=[S@]1C(=O)C([H])([H])[H],x0407a,x0602a
[H]C(=O)[C@]([H])(C1NNC2N([H])C(=O)[C@]3([H])N(C([H])([H])[S@H]21)[C@@]([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C3([H])[H])C([H])([H])[H],x0407a,x0602b
[H]C([H])([H])c1nc(N(C(=O)[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])[H])sc1C([H])([H])C([H])([H])[H],x0407a,x0502a
[H]C([H])([H])c1nc(N2C(=O)[C@]3([H])OC([H])([H])C([H])([H])[C@]3([H])C2([H])[H])sc1C([H])([H])C([H])([H])[H],x0407a,x0502c
[H]C([H])([H])c1nc(N(C(=O)[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])sc1C([H])([H])C([H])([H])[H],x0407a,x0504a
[H]ON1C([H])([H])[C@@]([H])(N([H])C([H])([H])[H])C([H])([H])[C@]1([H])C(=O)N([H])c1nc(C([H])([H])[H])c(C([H])([H])C([H])([H])[H])s1,x0407a,x0504b
[H]N([H])[C@@]([H])(c1nnc(N(C(=O)[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[H])s1)C([H])([H])[H],x0407a,x0634a
[H]N(c1nnc([C@]([H])(N([H])[H])C([H])([H])[H])s1)[C@@](O)(C([H])([H])[H])[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H],x0407a,x0634b
[H]C1=N[C@@]([H])([C@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])N([H])C2SC(C([H])([H])C([H])([H])[H])NN12,x0407a,x0646a
[H]C1=N[C@@]([H])([C@]2([H])O[C@@]([H])(C#N)C([H])([H])C2([H])[H])N([H])C2SC(C([H])([H])C([H])([H])[H])NN12,x0407a,x0654a
[H]N1C2=NN(C#N)C(C([H])([H])C([H])([H])[H])=[S@SP3]2C([H])([H])N=C1[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H],x0407a,x0654b
[H]C1=N[C@@]([H])([C@]2([H])O[C@@]([H])(C#N)C([H])([H])C2([H])[H])N([H])C2SC(C([H])([H])C([H])([H])[H])NN12,x0407a,x0654c
[H]C([H])([H])c1c(N(C([H])([H])[H])[C@@](O)(C([H])([H])[H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])sc(C([H])([H])C([H])([H])[H])c1C([H])([H])[H],x0407a,x0759b
[H]c1oc([C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])nc1N([H])[H],x0407a,x0759a
[H]N(C(=O)[C@]1([H])O[C@@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])c1nnc(C([H])([H])C([H])([H])[H])s1,x0407a,x0787a
[H]N(C(=O)[C@]1([H])O[C@@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])c1nnc(C([H])([H])C([H])([H])[H])s1,x0407a,x0787b
[H]O[S@H]1[C@]([H])(N(C(=O)[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])C([H])([H])[H])N([H])N([H])[C@]12C([H])([H])OC([H])([H])C2([H])[H],x0407b,x0501b
[H]N(C(=O)[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H])c1nnc(C([H])([H])C([H])([H])[H])s1,x0407b,x0407a
[H]C([H])([H])C(=O)[C@]1([H])O[C@@]([H])(C(=O)N(c2nnc(C([H])([H])C([H])([H])[H])s2)C([H])([H])[H])C([H])([H])C1([H])[H],x0407b,x0419a
[H]C([H])([H])C(=O)[C@]1([H])O[C@@]([H])(C(=O)N(c2nnc(C([H])([H])C([H])([H])[H])s2)C([H])([H])[H])C([H])([H])C1([H])[H],x0407b,x0419c
[H]N(C(=O)[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H])C1=NN(C([H])([H])[H])C(C([H])([H])C([H])([H])[H])=[S@SP2]1Cl,x0407b,x0421a
[H]N(C(=O)[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H])C1=NN(C([H])([H])[H])C(C([H])([H])C([H])([H])[H])=[S@@]1Cl,x0407b,x0421b
[H]N(C(=O)[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H])C1=NN(C([H])([H])[H])C(C([H])([H])C([H])([H])[H])=[S@SP2]1Cl,x0407b,x0421c
[H]N(C(=O)[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H])C1=NN(C([H])([H])[H])C(C([H])([H])C([H])([H])[H])=[S@@]1Cl,x0407b,x0421d
[H]C1=N[C@@]([H])([C@]2([H])O[C@@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])N([H])C2SC(C([H])([H])C([H])([H])[H])NN12,x0407b,x0426a
[H]C1=N[C@@]([H])([C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])N([H])C2SC(C([H])([H])C([H])([H])[H])NN12,x0407b,x0434a
[H]N(C(=O)[C@]1([H])O[C@@]([H])(F)C([H])([H])[C@]1([H])C([H])([H])[H])c1nnc(C([H])([H])C([H])([H])[H])s1,x0407b,x0485a
[H]OC([H])([H])[C@]1(OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]12C([H])([H])C([H])([H])C([H])([H])[C@@]1(S[C@@]([H])(C([H])([H])C([H])([H])[H])N([H])N1[H])[C@]2([H])O[H],x0407b,x0489a
[H]C([H])([H])N(C(=O)[C@]1([H])OC([H])([H])C([H])([H])C1([H])[H])c1nnc(C([H])([H])C([H])([H])[H])s1,x0407b,x0492a
[H]C1=N[C@@]([H])([C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])N([H])C2SC(C([H])([H])C([H])([H])[H])NN12,x0407b,x0492b
[H]N1C([H])([H])C([H])([H])O[C@]2(S[C@@]([H])(C([H])([H])C([H])([H])[H])N([H])N2[H])N([H])[C@@](O)([C@@]2([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]2(C([H])([H])C([H])([H])[H])[N+]([H])([H])[H])C1([H])[H],x0407b,x0540a
[H]N(C(=O)[C@]1([H])O[C@@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])C1SC(C([H])([H])C([H])([H])[H])NN1OC([H])([H])[H],x0407b,x0555a
[H]Oc1c([H])c2c(c([H])c1C1=[S@](C(=O)C([H])([H])[H])C(C([H])([H])C([H])([H])[H])=NN1)N(C([H])([H])[H])C([H])([H])C2([H])[H],x0407b,x0602a
