smiles,inspiration[2H]C([2H])(C(=O)N1CCOCC1)N(CC)C(C)(C)C,x0540a
[2H]C([2H])(N[C@@H](C)C#C)C(=O)N1CCOCC1,x0540a
[2H]C([2H])(N[C@@H](C)C#C)C(=O)N1CCOCC1,x0540b
[2H]C([2H])(N[C@H](C)C#C)C(=O)N1CCOCC1,x0540a
[2H]C([2H])(N[C@H](C)C#C)C(=O)N1CCOCC1,x0540b
Brc1cccc(CN2CCOCC2)c1,x0675a
Brc1cccc(CN2CCOCC2)c1,x0675b
[2H]C([2H])([2H])c1cccc(C(=O)NCC(C)(C)C)c1,x0555a
[2H]C([2H])([2H])N(C)C([2H])([2H])C(=O)N1CCOCC1,x0540a
[2H]C([2H])([2H])N(C)C([2H])([2H])C(=O)N1CCOCC1,x0540b
[2H]C([2H])([2H])N(C)CC(=O)N1CCOCC1,x0540a
[2H]C([2H])([2H])N(C)CC(=O)N1CCOCC1,x0540b
[2H]C([2H])([2H])N(C)CC(=O)N1CCOC(C)C1,x0540a
[2H]C([2H])([2H])N(C)CC(=O)N1CCOC(C)C1,x0540b
[2H]C([2H])([2H])N(C)CC(=O)N1CCOC(C)(C)C1,x0540a
[2H]C([2H])([2H])N(C)CC(=O)N1CCOC(C)(C)C1,x0540b
[2H]C([2H])([2H])N(CC(F)(F)F)C(=O)c1cncs1,x0504a
[2H]C([2H])([2H])N(CC(F)(F)F)C(=O)c1cncs1,x0504b
[2H]C([2H])([2H])N(CC(F)(F)F)C(=O)c1cncs1,x0504c
[2H]C([2H])([2H])N(CC(F)(F)F)C(=O)c1sc(Cl)nc1C,x0504a
[2H]C([2H])([2H])N(CC(F)(F)F)C(=O)c1sc(Cl)nc1C,x0504b
[2H]C([2H])([2H])N(CC(F)(F)F)C(=O)c1sc(Cl)nc1C,x0504c
[2H]C([2H])([2H])N(CC(F)(F)F)C(=O)c1sc(C)nc1C,x0504a
[2H]C([2H])([2H])N(CC(F)(F)F)C(=O)c1sc(C)nc1C,x0504b
[2H]C([2H])([2H])N(CC(F)(F)F)C(=O)c1sc(C)nc1C,x0504c
[2H]C([2H])([2H])N(CC(F)(F)F)C(=O)c1scnc1Cl,x0504a
[2H]C([2H])([2H])N(CC(F)(F)F)C(=O)c1scnc1Cl,x0504b
[2H]C([2H])([2H])N(CC(F)(F)F)C(=O)c1scnc1Cl,x0504c
[2H]C([2H])([2H])N(CC(F)(F)F)C(=O)c1scnc1C,x0504a
[2H]C([2H])([2H])N(CC(F)(F)F)C(=O)c1scnc1C,x0504b
[2H]C([2H])([2H])N(CC(F)(F)F)C(=O)c1scnc1C,x0504c
[2H]C([2H])([2H])N(C)C(=O)NCc1cc(Br)ncc1Cl,x0602a
[2H]C([2H])([2H])N(C)C(=O)NCc1cc(Br)ncc1Cl,x0602b
[2H]C([2H])([2H])N(C)C(=S)Nc1ccc(OC(F)(F)F)cc1,x0436a
[2H]C([2H])([2H])N(C)C(=S)Nc1ccc(OC(F)(F)F)cc1,x0436b
[2H]C([2H])([2H])N(C)C(=O)NCc1cc(Cl)ncc1Br,x0602a
[2H]C([2H])([2H])N(C)C(=O)NCc1cc(Cl)ncc1Br,x0602b
[2H]C([2H])([2H])N(C)C(=O)NCc1cc(Cl)ncc1Cl,x0602a
[2H]C([2H])([2H])N(C)C(=O)NCc1cc(Cl)ncc1Cl,x0602b
[2H]C([2H])([2H])N(C)C(=O)NCc1cc(Cl)nc(Cl)c1,x0602a
[2H]C([2H])([2H])N(C)C(=O)NCc1cc(Cl)nc(Cl)c1,x0602b
[2H]C([2H])([2H])N(C)C(=O)NCc1cc(C)nc(C)c1,x0602a
[2H]C([2H])([2H])N(C)C(=O)NCc1cc(C)nc(C)c1,x0602b
[2H]C([2H])([2H])N(C)C(=O)NCc1cc(C)nc(Cl)c1,x0602a
[2H]C([2H])([2H])N(C)C(=O)NCc1cc(C)nc(Cl)c1,x0602b
[2H]C([2H])([2H])N(C)C(=O)NCc1cc(F)ncc1Cl,x0602a
[2H]C([2H])([2H])N(C)C(=O)NCc1cc(F)ncc1Cl,x0602b
[2H]C([2H])([2H])N(C)C(=O)NCc1ccnc(Br)c1Cl,x0602a
[2H]C([2H])([2H])N(C)C(=O)NCc1ccnc(Br)c1Cl,x0602b
[2H]C([2H])([2H])N(C)C(=O)NCc1ccnc(Br)c1,x0602a
[2H]C([2H])([2H])N(C)C(=O)NCc1ccnc(Br)c1,x0602b
[2H]C([2H])([2H])N(C)C(=O)NCc1ccncc1,x0602a
[2H]C([2H])([2H])N(C)C(=O)NCc1ccncc1,x0602b
[2H]C([2H])([2H])N(C)C(=O)NCc1ccnc(C)c1C,x0602a
[2H]C([2H])([2H])N(C)C(=O)NCc1ccnc(C)c1C,x0602b
[2H]C([2H])([2H])N(C)C(=O)NCc1ccnc(C)c1,x0602a
[2H]C([2H])([2H])N(C)C(=O)NCc1ccnc(C)c1,x0602b
[2H]C([2H])([2H])N(C)C(=O)NCc1ccnc(Cl)c1,x0602a
[2H]C([2H])([2H])N(C)C(=O)NCc1ccnc(Cl)c1,x0602b
[2H]C([2H])([2H])N(C)C(=O)NCc1ccnc(F)c1Cl,x0602a
[2H]C([2H])([2H])N(C)C(=O)NCc1ccnc(F)c1Cl,x0602b
[2H]C([2H])([2H])N(C)C(=O)NCc1ccnc(F)c1,x0602a
[2H]C([2H])([2H])N(C)C(=O)NCc1ccnc(F)c1,x0602b
[2H]C([2H])([2H])N(C)C(=O)NC(C)c1ccncc1,x0602a
[2H]C([2H])([2H])N(C)C(=O)NC(C)c1ccncc1,x0602b
[2H]C([2H])([2H])N(C)C(=O)NC(C)c1ccnc(Cl)c1,x0602a
[2H]C([2H])([2H])N(C)C(=O)NC(C)c1ccnc(Cl)c1,x0602b
[2H]C([2H])([2H])N(C)C(=O)NC(C)c1ccnc(F)c1,x0602a
[2H]C([2H])([2H])N(C)C(=O)NC(C)c1ccnc(F)c1,x0602b
[2H]C([2H])([2H])N(C)C(=O)N[C@H](C)c1ccncc1,x0602a
[2H]C([2H])([2H])N(C)C(=O)N[C@H](C)c1ccncc1,x0602b
[2H]C([2H])([2H])N(C)C(=O)N[C@@H](C)c1ccncc1,x0602a
[2H]C([2H])([2H])N(C)C(=O)N[C@@H](C)c1ccncc1,x0602b
[2H]C([2H])([2H])N(C)C(=O)N[C@@H](C)c1ccnc(C)c1,x0602a
[2H]C([2H])([2H])N(C)C(=O)N[C@@H](C)c1ccnc(C)c1,x0602b
[2H]C([2H])([2H])NC(=O)c1ccc(Cl)nc1,x0634a
[2H]C([2H])([2H])NC(=O)c1ccc(Cl)nc1,x0634b
[2H]C([2H])([2H])N(C)S(=O)(=O)c1ccccc1Br,x0639a
[2H]C([2H])([2H])N(C)S(=O)(=O)c1ccccc1Br,x0639b
[2H]C([2H])([2H])N(C)S(=O)(=O)c1ccccc1Br,x0639c
[2H]C([2H])([2H])N(C)S(=O)(=O)c1ccccc1C#C,x0639a
[2H]C([2H])([2H])N(C)S(=O)(=O)c1ccccc1C#C,x0639b
[2H]C([2H])([2H])N(C)S(=O)(=O)c1ccccc1C#C,x0639c
[2H]C([2H])([2H])N(C)S(=O)(=O)c1ccccc1Cl,x0639a
[2H]C([2H])([2H])N(C)S(=O)(=O)c1ccccc1Cl,x0639b
[2H]C([2H])([2H])N(C)S(=O)(=O)c1ccccc1Cl,x0639c
[2H]C([2H])([2H])N(C)S(=O)(=O)c1ccccc1C,x0639a
[2H]C([2H])([2H])N(C)S(=O)(=O)c1ccccc1C,x0639b
[2H]C([2H])([2H])N(C)S(=O)(=O)c1ccccc1C,x0639c
[2H]C([2H])([2H])Oc1cccc(NC(=O)N2CCOCC2)c1,x0419a
[2H]C([2H])([2H])Oc1cccc(NC(=O)N2CCOCC2)c1,x0419b
[2H]C([2H])([2H])Oc1cccc(NC(=O)N2CCOCC2)c1,x0419c
[2H]C([2H])([2H])Oc1ccc(NC(=O)N2CCOCC2)cc1F,x0419a
[2H]C([2H])([2H])Oc1ccc(NC(=O)N2CCOCC2)cc1F,x0419b
[2H]C([2H])([2H])Oc1ccc(NC(=O)N2CCOCC2)cc1F,x0419c
[2H]C([2H])([2H])Oc1ccc(NC(=O)N2CCOCC2)cc1,x0419a
[2H]C([2H])([2H])Oc1ccc(NC(=O)N2CCOCC2)cc1,x0419b
[2H]C([2H])([2H])Oc1ccc(NC(=O)N2CCOCC2)cc1,x0419c
[2H]C([2H])([2H])Oc1ccc(NC(=S)NC)cc1,x0436a
[2H]C([2H])([2H])Oc1ccc(NC(=S)NC)cc1,x0436b
[2H]C([2H])([2H])Oc1ccc(NC(=S)NC(C)(C)C)cc1,x0436a
[2H]C([2H])([2H])Oc1ccc(NC(=S)NC(C)(C)C)cc1,x0436b
[2H]C([2H])([2H])Oc1cc(CNC)ccn1,x0602a
[2H]C([2H])([2H])Oc1cc(CNC)ccn1,x0602b
[2H]C([2H])([2H])Oc1cc(CN)ccn1,x0602a
[2H]C([2H])([2H])Oc1cc(CN)ccn1,x0602b
[2H]C([2H])([2H])Oc1ccc(C(C)=O)cn1,x0634a
[2H]C([2H])([2H])Oc1ccc(C(C)=O)cn1,x0634b
[2H]C([2H])([2H])Oc1cc(C)c(C(=O)O)cn1,x0634a
[2H]C([2H])([2H])Oc1cc(C)c(C(=O)O)cn1,x0634b
[2H]C([2H])([2H])Oc1ccc(C#N)cn1,x0634a
[2H]C([2H])([2H])Oc1ccc(C#N)cn1,x0634b
[2H]C([2H])([2H])Oc1ccc(CN)cn1,x0634a
[2H]C([2H])([2H])Oc1ccc(CN)cn1,x0634b
[2H]C([2H])([2H])Oc1ccc(CO)cn1,x0634a
[2H]C([2H])([2H])Oc1ccc(CO)cn1,x0634b
[2H]C([2H])([2H])Oc1ccc(C=O)cn1,x0634a
[2H]C([2H])([2H])Oc1ccc(C=O)cn1,x0634b
[2H]C([2H])([2H])Oc1ccc(C(=O)O)cn1,x0634a
[2H]C([2H])([2H])Oc1ccc(C(=O)O)cn1,x0634b
[2H]C([2H])([2H])Oc1ncc(CO)cc1C,x0634a
[2H]C([2H])([2H])Oc1ncc(CO)cc1C,x0634b
[2H]C([2H])([2H])Oc1ncc(C(=O)O)cc1Cl,x0634a
[2H]C([2H])([2H])Oc1ncc(C(=O)O)cc1Cl,x0634b
Cc1c(Br)cccc1CN1CCOCC1C#N,x0675a
Cc1c(Br)cccc1CN1CCOCC1C#N,x0675b
Cc1c(Br)cccc1CN1CCOCC1C,x0675a
Cc1c(Br)cccc1CN1CCOCC1C,x0675b
Cc1c(Br)cccc1CN1CCOCC1,x0675a
Cc1c(Br)cccc1CN1CCOCC1,x0675b
Cc1c(Br)cccc1CN1CCOC(C)C1,x0675a
Cc1c(Br)cccc1CN1CCOC(C)C1,x0675b
Cc1c(Br)cccc1CN1CCOC[C@@H]1C,x0675a
Cc1c(Br)cccc1CN1CCOC[C@@H]1C,x0675b
Cc1c(Br)cccc1NC(=O)N1CCOCC1,x0419a
Cc1c(Br)cccc1NC(=O)N1CCOCC1,x0419b
Cc1c(Br)cccc1NC(=O)N1CCOCC1,x0419c
Cc1c(Br)cccc1COS(N)(=O)=O,x0472a
Cc1c(Br)cccc1COS(N)(=O)=O,x0472b
Cc1c(Br)cccc1COS(N)(=O)=O,x0472c
Cc1c(Br)ccc(N)c1C(=O)NCC(C)C,x0555a
Cc1c(Br)ccc(O)c1C(=O)NCC(C)C,x0555a
Cc1c(Br)cccc1S(N)(=O)=O,x0639a
Cc1c(Br)cccc1S(N)(=O)=O,x0639b
Cc1c(Br)cccc1S(N)(=O)=O,x0639c
Cc1c(Br)cccc1S(=O)(=O)NC(C)C,x0639a
Cc1c(Br)cccc1S(=O)(=O)NC(C)C,x0639b
Cc1c(Br)cccc1S(=O)(=O)NC(C)C,x0639c
Cc1c(Br)cccc1CN1CCOC[C@H]1C,x0675a
Cc1c(Br)cccc1CN1CCOC[C@H]1C,x0675b
Cc1c(Br)cccc1CN1CCO[C@H](C)C1,x0675a
Cc1c(Br)cccc1CN1CCO[C@H](C)C1,x0675b
Cc1c(Br)cccc1CN1CCO[C@@H](C)C1,x0675a
Cc1c(Br)cccc1CN1CCO[C@@H](C)C1,x0675b
Cc1c(Br)c(C(=O)NC2CCCC2)nn1C,x0421a
Cc1c(Br)c(C(=O)NC2CCCC2)nn1C,x0421b
Cc1c(Br)c(C(=O)NC2CCCC2)nn1C,x0421c
Cc1c(Br)c(C(=O)NC2CCCC2)nn1C,x0421d
Cc1c(Br)ccnc1C(=O)NCC1CC1(C)C,x0456a
Cc1c(Br)ccnc1C(=O)NC(C)C1CC1,x0456a
Cc1c(Br)ccnc1C(=O)N[C@H](C)C1CC1,x0456a
Cc1c(Br)ccnc1C(=O)N[C@@H](C)C1CC1,x0456a
CC1CC1CNC(=O)c1cc(Br)ccn1,x0456a
CC1CC1CNC(=O)c1ccccn1,x0456a
CC1CC1CNC(=O)c1cc(Cl)ccn1,x0456a
Cc1cc(Br)ccc1OS(N)(=O)=O,x0472a
Cc1cc(Br)ccc1OS(N)(=O)=O,x0472b
Cc1cc(Br)ccc1OS(N)(=O)=O,x0472c
Cc1cc(Br)ccc1S(N)(=O)=O,x0639a
Cc1cc(Br)ccc1S(N)(=O)=O,x0639b
Cc1cc(Br)ccc1S(N)(=O)=O,x0639c
Cc1cc(Br)ccc1S(=O)(=O)NC(C)C,x0639a
Cc1cc(Br)ccc1S(=O)(=O)NC(C)C,x0639b
Cc1cc(Br)ccc1S(=O)(=O)NC(C)C,x0639c
Cc1cc(Br)cc(C(=O)NCC(C)C)c1N,x0555a
Cc1cc(Br)cc(CN2CCOCC2)c1,x0675a
Cc1cc(Br)cc(CN2CCOCC2)c1,x0675b
Cc1cc(Br)cc(CN2CCOCC2C)c1,x0675a
Cc1cc(Br)cc(CN2CCOCC2C)c1,x0675b
Cc1cc(Br)cc(CN2CCOCC2C#N)c1,x0675a
Cc1cc(Br)cc(CN2CCOCC2C#N)c1,x0675b
Cc1cc(Br)cc(CN2CCOC(C)C2)c1,x0675a
Cc1cc(Br)cc(CN2CCOC(C)C2)c1,x0675b
Cc1cc(Br)cc(CN2CCOC[C@@H]2C)c1,x0675a
Cc1cc(Br)cc(CN2CCOC[C@@H]2C)c1,x0675b
Cc1cc(Br)cc(CN2CCOC[C@H]2C)c1,x0675a
Cc1cc(Br)cc(CN2CCOC[C@H]2C)c1,x0675b
Cc1cc(Br)cc(CN2CCO[C@H](C)C2)c1,x0675a
Cc1cc(Br)cc(CN2CCO[C@H](C)C2)c1,x0675b
Cc1cc(Br)cc(CN2CCO[C@@H](C)C2)c1,x0675a
Cc1cc(Br)cc(CN2CCO[C@@H](C)C2)c1,x0675b
Cc1cc(Br)cc(NC(=O)N2CCOCC2)c1,x0419a
Cc1cc(Br)cc(NC(=O)N2CCOCC2)c1,x0419b
Cc1cc(Br)cc(NC(=O)N2CCOCC2)c1,x0419c
Cc1cc(Br)c(C(=O)NC(C)C2CC2)nc1C,x0456a
Cc1cc(Br)c(C(=O)N[C@H](C)C2CC2)nc1C,x0456a
Cc1cc(Br)c(C(=O)N[C@@H](C)C2CC2)nc1C,x0456a
Cc1cc(Br)cc(COS(N)(=O)=O)c1,x0472a
Cc1cc(Br)cc(COS(N)(=O)=O)c1,x0472b
Cc1cc(Br)cc(COS(N)(=O)=O)c1,x0472c
Cc1cc(Br)c(F)cc1NC(=O)c1ccncc1Br,x0485a
Cc1cc(Br)c(F)cc1NC(=O)c1ccncc1Br,x0485b
Cc1cc(Br)c(F)cc1NC(=O)c1ccncc1Br,x0485c
Cc1cc(Br)c(F)cc1NC(=O)c1ccncc1Cl,x0485a
Cc1cc(Br)c(F)cc1NC(=O)c1ccncc1Cl,x0485b
Cc1cc(Br)c(F)cc1NC(=O)c1ccncc1Cl,x0485c
Cc1cc(Br)c(F)cc1NC(=O)c1ccncc1C,x0485a
Cc1cc(Br)c(F)cc1NC(=O)c1ccncc1C,x0485b
Cc1cc(Br)c(F)cc1NC(=O)c1ccncc1C,x0485c
Cc1cc(Br)c(F)cc1NC(=O)c1ccncc1F,x0485a
Cc1cc(Br)c(F)cc1NC(=O)c1ccncc1F,x0485b
Cc1cc(Br)c(F)cc1NC(=O)c1ccncc1F,x0485c
Cc1cc(Br)c(F)cc1NC(=O)c1ccncc1,x0485a
Cc1cc(Br)c(F)cc1NC(=O)c1ccncc1,x0485b
Cc1cc(Br)c(F)cc1NC(=O)c1ccncc1,x0485c
Cc1cc(Br)c(N)c(C(=O)NCC(C)C)c1,x0555a
Cc1cc(Br)c(O)c(C(=O)NCC(C)C)c1,x0555a
CC1(C)CC1CNC(=O)c1cc(Br)ccn1,x0456a
CC1(C)CC1CNC(=O)c1cccc(C(F)(F)F)n1,x0456a
CC1(C)CC1CNC(=O)c1ccccn1,x0456a
CC1(C)CC1CNC(=O)c1cc(C(F)(F)F)ccn1,x0456a
CC1(C)CC1CNC(=O)c1cc(Cl)ccn1,x0456a
CC1(C)CC1CNC(=O)c1cc(F)ccn1,x0456a
CC1(C)CC1C(=O)N1CCN(c2ccc(O)cc2)CC1,x0479a
CC1(C)CC1C(=O)N1CCN(c2ccc(O)cc2)CC1,x0479b
CC1(C)CC1C(=O)N1CCN(c2ccc(O)cc2)CC1,x0479c
CC1CC1C(=O)N1CCN(c2ccc(N(C)C)cc2)CC1,x0479a
CC1CC1C(=O)N1CCN(c2ccc(N(C)C)cc2)CC1,x0479b
CC1CC1C(=O)N1CCN(c2ccc(N(C)C)cc2)CC1,x0479c
Cc1ccc(Br)cc1NC(=O)N1CCOCC1,x0419a
Cc1ccc(Br)cc1NC(=O)N1CCOCC1,x0419b
Cc1ccc(Br)cc1NC(=O)N1CCOCC1,x0419c
Cc1ccc(Br)cc1COS(N)(=O)=O,x0472a
Cc1ccc(Br)cc1COS(N)(=O)=O,x0472b
Cc1ccc(Br)cc1COS(N)(=O)=O,x0472c
Cc1ccc(Br)cc1NC(=O)c1ccncc1Br,x0485a
Cc1ccc(Br)cc1NC(=O)c1ccncc1Br,x0485b
Cc1ccc(Br)cc1NC(=O)c1ccncc1Br,x0485c
Cc1ccc(Br)cc1NC(=O)c1ccncc1Cl,x0485a
Cc1ccc(Br)cc1NC(=O)c1ccncc1Cl,x0485b
Cc1ccc(Br)cc1NC(=O)c1ccncc1Cl,x0485c
Cc1ccc(Br)cc1NC(=O)c1ccncc1C,x0485a
Cc1ccc(Br)cc1NC(=O)c1ccncc1C,x0485b
Cc1ccc(Br)cc1NC(=O)c1ccncc1C,x0485c
Cc1ccc(Br)cc1NC(=O)c1ccncc1F,x0485a
Cc1ccc(Br)cc1NC(=O)c1ccncc1F,x0485b
Cc1ccc(Br)cc1NC(=O)c1ccncc1F,x0485c
Cc1ccc(Br)cc1NC(=O)c1ccncc1,x0485a
Cc1ccc(Br)cc1NC(=O)c1ccncc1,x0485b
Cc1ccc(Br)cc1NC(=O)c1ccncc1,x0485c
Cc1ccc(Br)cc1S(N)(=O)=O,x0639a
Cc1ccc(Br)cc1S(N)(=O)=O,x0639b
Cc1ccc(Br)cc1S(N)(=O)=O,x0639c
Cc1ccc(Br)cc1S(=O)(=O)NC(C)C,x0639a
Cc1ccc(Br)cc1S(=O)(=O)NC(C)C,x0639b
Cc1ccc(Br)cc1S(=O)(=O)NC(C)C,x0639c
Cc1ccc(Br)cc1CN1CCOCC1C,x0675a
Cc1ccc(Br)cc1CN1CCOCC1C,x0675b
Cc1ccc(Br)cc1CN1CCOCC1,x0675a
Cc1ccc(Br)cc1CN1CCOCC1,x0675b
Cc1ccc(Br)cc1CN1CCOC[C@@H]1C,x0675a
Cc1ccc(Br)cc1CN1CCOC[C@@H]1C,x0675b
Cc1ccc(Br)cc1CN1CCOC[C@H]1C,x0675a
Cc1ccc(Br)cc1CN1CCOC[C@H]1C,x0675b
Cc1ccc(Br)c(C)c1CN1CCOCC1,x0675a
Cc1ccc(Br)c(C)c1CN1CCOCC1,x0675b
Cc1ccc(Br)c(C(=O)NCC2CC2(C)C)n1,x0456a
Cc1ccc(Br)c(C(=O)NC(C)C2CC2)n1,x0456a
Cc1ccc(Br)c(C(=O)N[C@H](C)C2CC2)n1,x0456a
Cc1ccc(Br)c(C(=O)N[C@@H](C)C2CC2)n1,x0456a
Cc1ccc(Br)c(COS(N)(=O)=O)c1,x0472a
Cc1ccc(Br)c(COS(N)(=O)=O)c1,x0472b
Cc1ccc(Br)c(COS(N)(=O)=O)c1,x0472c
Cc1ccc(Br)c(CN2CCOCC2)c1,x0675a
Cc1ccc(Br)c(CN2CCOCC2)c1,x0675b
Cc1ccc(Br)c(CN2CCOCC2C)c1,x0675a
Cc1ccc(Br)c(CN2CCOCC2C)c1,x0675b
Cc1ccc(Br)c(CN2CCOC[C@@H]2C)c1,x0675a
Cc1ccc(Br)c(CN2CCOC[C@@H]2C)c1,x0675b
Cc1ccc(Br)c(CN2CCOC[C@H]2C)c1,x0675a
Cc1ccc(Br)c(CN2CCOC[C@H]2C)c1,x0675b
Cc1ccc(Br)c(NC(=O)N2CCOCC2)c1,x0419a
Cc1ccc(Br)c(NC(=O)N2CCOCC2)c1,x0419b
Cc1ccc(Br)c(NC(=O)N2CCOCC2)c1,x0419c
Cc1ccc(Br)c(NC(=O)c2ccncc2Br)c1,x0485a
Cc1ccc(Br)c(NC(=O)c2ccncc2Br)c1,x0485b
Cc1ccc(Br)c(NC(=O)c2ccncc2Br)c1,x0485c
Cc1ccc(Br)c(NC(=O)c2ccncc2)c1,x0485a
Cc1ccc(Br)c(NC(=O)c2ccncc2)c1,x0485b
Cc1ccc(Br)c(NC(=O)c2ccncc2)c1,x0485c
Cc1ccc(Br)c(NC(=O)c2ccncc2C)c1,x0485a
Cc1ccc(Br)c(NC(=O)c2ccncc2C)c1,x0485b
Cc1ccc(Br)c(NC(=O)c2ccncc2C)c1,x0485c
Cc1ccc(Br)c(NC(=O)c2ccncc2Cl)c1,x0485a
Cc1ccc(Br)c(NC(=O)c2ccncc2Cl)c1,x0485b
Cc1ccc(Br)c(NC(=O)c2ccncc2Cl)c1,x0485c
Cc1ccc(Br)c(NC(=O)c2ccncc2F)c1,x0485a
Cc1ccc(Br)c(NC(=O)c2ccncc2F)c1,x0485b
Cc1ccc(Br)c(NC(=O)c2ccncc2F)c1,x0485c
Cc1ccc(Br)c(NC(=O)c2ccnc(C)c2)c1,x0485a
Cc1ccc(Br)c(NC(=O)c2ccnc(C)c2)c1,x0485b
Cc1ccc(Br)c(NC(=O)c2ccnc(C)c2)c1,x0485c
Cc1ccc(Br)c(S(N)(=O)=O)c1,x0639a
Cc1ccc(Br)c(S(N)(=O)=O)c1,x0639b
Cc1ccc(Br)c(S(N)(=O)=O)c1,x0639c
Cc1ccc(Br)c(S(=O)(=O)NC(C)C)c1,x0639a
Cc1ccc(Br)c(S(=O)(=O)NC(C)C)c1,x0639b
Cc1ccc(Br)c(S(=O)(=O)NC(C)C)c1,x0639c
CC1CCCC1CNC(=O)c1cnc(Cl)s1,x0502a
CC1CCCC1CNC(=O)c1cnc(Cl)s1,x0502b
CC1CCCC1CNC(=O)c1cnc(Cl)s1,x0502c
CC1CCCC1CNC(=O)c1cncs1,x0502a
CC1CCCC1CNC(=O)c1cncs1,x0502b
CC1CCCC1CNC(=O)c1cncs1,x0502c
CC1CCCC1(C)NC(=O)c1nn(C)cc1Cl,x0421a
CC1CCCC1(C)NC(=O)c1nn(C)cc1Cl,x0421b
CC1CCCC1(C)NC(=O)c1nn(C)cc1Cl,x0421c
CC1CCCC1(C)NC(=O)c1nn(C)cc1Cl,x0421d
CC1CCCC1(C)NC(=O)c1nn(C)cc1F,x0421a
CC1CCCC1(C)NC(=O)c1nn(C)cc1F,x0421b
CC1CCCC1(C)NC(=O)c1nn(C)cc1F,x0421c
CC1CCCC1(C)NC(=O)c1nn(C)cc1F,x0421d
CC1CCCC1CNC(=O)c1scnc1Cl,x0502a
CC1CCCC1CNC(=O)c1scnc1Cl,x0502b
CC1CCCC1CNC(=O)c1scnc1Cl,x0502c
CC1CCCC1N(C)C(=O)c1ccn(C(C)C)n1,x0421a
CC1CCCC1N(C)C(=O)c1ccn(C(C)C)n1,x0421b
CC1CCCC1N(C)C(=O)c1ccn(C(C)C)n1,x0421c
CC1CCCC1N(C)C(=O)c1ccn(C(C)C)n1,x0421d
CC1CCCC1N(C)C(=O)c1ccn(C)n1,x0421a
CC1CCCC1N(C)C(=O)c1ccn(C)n1,x0421b
CC1CCCC1N(C)C(=O)c1ccn(C)n1,x0421c
CC1CCCC1N(C)C(=O)c1ccn(C)n1,x0421d
CC1CCCC1N(C)C(=O)c1nn(C)cc1C(F)(F)F,x0421a
CC1CCCC1N(C)C(=O)c1nn(C)cc1C(F)(F)F,x0421b
CC1CCCC1N(C)C(=O)c1nn(C)cc1C(F)(F)F,x0421c
