smiles,template,compound_set,hit1
CC(F)C1CCN(c2cnc(Cl)cn2)CC1,x0602b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0489a
CC(F)C1CCN(c2nccnc2Cl)CC1,x0602b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0489a
CC(F)C1CCN(c2nccnc2F)CC1,x0602b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0489a
CC(F)C(C)NC(=O)c1ncsc1Br,x0602b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0504b
CC(F)C(C)NC(=O)c1ncsc1Cl,x0602b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0504b
C=CC(=O)NCCc1ccc(S(C)(=O)=O)cc1,x0602b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0483a
CC(F)(F)CNC(=O)c1ncsc1Cl,x0602b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0504c
CC(F)(F)C(=O)NCc1ccnc(F)c1,x0602b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0602b
O=C(Nc1cc(F)ccc1Br)c1c(F)cncc1F,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0485b
O=C(Nc1cc(F)c(F)cc1Br)c1ccncc1,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0485c
O=C(Nc1cc(I)ccc1F)c1ccncc1Cl,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0485a
O=C(NCC1CCCC1)c1cnc(Br)s1,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0502b
O=C(NCC1CCCC1)c1scnc1Cl,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0502a
O=C(NCc1ccccc1)c1cccc(O)c1Cl,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0434a
O=C(NCC1CCC(F)C1)c1cncs1,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0502a
O=C(NCC1CCC(F)(F)C1)c1cnc(Cl)s1,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0502b
O=C(NCC(F)C(F)(F)F)c1cncs1,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0504c
O=C(NCC(F)Cl)c1ncsc1C(F)(F)F,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0504a
O=C(NCC(F)F)c1ncsc1C(F)(F)F,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0504a
O=C(NCC(F)(F)F)c1cnc(Cl)s1,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0504a
O=C(NCC(F)(F)F)c1ncsc1C(F)(F)F,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0504b
O=C(NCC(F)(F)F)c1scnc1C(F)(F)F,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0504c
O=C(O)Cc1ccc(S(=O)(=O)O)cc1,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0483a
O=[N+](O)c1ccc(CNS(=O)(=O)CCCCl)cc1,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0487a
O=C(O)C1CCN(c2cnccn2)CC1,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0489a
Cc1ccc(Br)nc1NC(=O)c1ccncc1,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0485a
CC1CCCC1(C)NC(=O)c1nocc1Br,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421a
CC1CCCC1(C)NC(=O)c1nocc1Cl,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421a
CC1CCCC1NC(=O)c1csc(Br)n1,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421d
CC1CCCC1NC(=O)c1csc(Cl)n1,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421b
CC1CCCC1NC(=O)c1ncsc1Br,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421d
CC1CCCC1NC(=O)c1ncsc1Cl,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421d
CC1CCC(C)C1NC(=O)c1csc(Cl)n1,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421c
CC1CCC(C)C1NC(=O)c1ncsc1Cl,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421b
CC1(C)CCCC1NC(=O)c1nocc1Br,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421b
CC1(C)CCCC1NC(=O)c1nocc1Cl,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421b
Cc1cccc(C(C)N2CC=CCC2)n1,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0675a
Cc1cc(C)c(C)c(NC(=O)c2ccnnc2)c1,x0485c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0485c
Cc1ncsc1C(C)NC(=O)c1ccc(Cl)[nH]1,x0502c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0787b
Cc1ncsc1CNC(=O)c1ccc(Cl)[nH]1,x0502c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0787b
Cc1[nH]c(C)c(C(=O)NCc2nc(Cl)cs2)c1C,x0502c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0646a
Cc1ncsc1C(=O)NCC1C=CCC1,x0502c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0502a
Cc1ncsc1C(=O)NCC1CCCO1,x0502c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0502c
Cc1ncsc1C(=O)OCC1CCOC1,x0502c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0502c
Cc1[nH]ccc1C(=O)NC(C)(C)c1nccs1,x0502c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0646a
Cc1[nH]nc(C(=O)OC2CCCC2)c1C(F)(F)F,x0502c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421a
Cc1nnccc1C(=O)Nc1cccc(F)c1Cl,x0502c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0485a
Cc1nn(C)c(C)c1CNC(=O)c1ccccc1F,x0502c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0426b
Cc1n[nH]c(CNC(=O)c2ccc(Cl)s2)c1C,x0502c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0787a
Cc1nnsc1C(=O)OCC1CCOC1,x0502c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0502c
Cc1nnsc1C(=O)NCC(=O)OC(C)(C)C,x0502c,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0504c
CC(C)(C)c1cc(C(=O)NCc2nccs2)no1,x0646a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0646a
CC(C)(C)c1cc(NC(=O)C2CCCS2)n[nH]1,x0646a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0407a
CC(C)(C)c1nnc(NC(=O)C2CCCO2)s1,x0646a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0407a
CC#CC#CC(=O)Nc1ccc(N(C)C)cc1Cl,x0646a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0602a
CCC#CCN1CCN(Cc2cccc(Cl)c2)CC1,x0646a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0675a
CCC#CCN1CCN(C(C)CO)CC1,x0646a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0414b
CC(C)=C(C)C(=O)NCc1cccc(N)c1,x0646a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0602b
CC(C)=C=CC(=O)NCc1cc(C)ncn1,x0646a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0602a
CC(C)=C=CC(=O)NCc1ccnc(C)n1,x0646a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0602a
CC(NC(=O)c1cscn1)C1CCCC1,x0504a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0502b
CC(NC(=O)C1(F)CCCNC1)c1ccco1,x0504a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0492a
CC(NC(=O)c1ncccc1F)c1ccco1,x0504a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0492a
CC(NC(=O)c1nccn1C)C1CCCC1,x0504a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0502b
CC(O)c1cccc(NC(=O)C2CC(F)(F)CCO2)c1,x0504a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0419a
CC(O)c1cccc(NC(=O)C2=CCOCC2)c1,x0504a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0419a
CC(O)CN1CCCC(C)(N(C)C)C1,x0504a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0414a
CCn1ccc(CNC(=O)c2cccnc2Br)n1,x0504a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0426a
CCn1ccc(NC(=O)C2CCCC2(C)C)n1,x0504a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0407a
CCn1cc(CNC(=O)c2ccccc2OC(F)F)cn1,x0504a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0426a
CCN1CCN(C(C)C#N)CC1,x0504a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0414a
CCn1cnc(NC(=O)C2CCCC2)c1,x0504a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0407a
CCn1cnc(NC(=O)C2CCCC2(C)C)c1,x0504a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0407a
O=C(NCc1ccc(F)cc1)C1CC(F)(F)CCO1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0654c
O=C(NCc1ccc(F)cc1)C1=CCOCC1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0654a
O=C(NCC1CCC(F)(F)C1)c1cnns1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0502a
O=C(NCc1cc(Cl)cs1)c1cccnc1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0426b
O=C(NCc1ccco1)C1(F)CCCNC1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0492a
O=C(NCc1cccs1)c1ncccc1F,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0492a
O=C(NCc1cc[nH]c1)c1nc(Cl)c(Cl)s1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0646a
O=C(NCc1ccno1)c1cccc(Cl)c1F,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0426a
O=C(NCc1ccno1)c1cccc(Cl)c1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0426a
O=C(NCc1ccsc1)c1cncc(Cl)c1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0426a
O=C(NCc1cnc(Br)s1)c1ccc[nH]1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0787b
O=C(NCc1cncs1)c1cc(Br)c[nH]1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0787b
O=C(NCc1cncs1)c1cc(Cl)c[nH]1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0787b
O=C(NCc1csc(Br)c1)c1cccnc1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0426b
O=C(NCc1csc(Cl)c1)c1cncc(F)c1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0426b
O=C(NCc1cscn1)c1c[nH]c(Br)c1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0646a
O=C(NCc1scnc1Br)C1CCCC1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0502c
O=C(NC1CCC(Cl)C1)c1csc(Cl)n1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421c
O=C(NC1CCC(Cl)C1)c1ncsc1Cl,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421c
O=C(OCc1ccco1)c1cnc(Br)cn1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0492b
O=C(OCc1ccco1)c1cncc(Cl)n1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0492a
O=C(OCc1ccco1)c1cnc(Cl)cn1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0492b
O=C(OCc1ccco1)c1cnccn1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0492b
O=C(OCc1ccco1)c1nccnc1Cl,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0492b
O=C(OCc1nccs1)c1cnccn1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0492b
O=C(NNc1ccccc1)c1cc(F)cc(F)c1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0434a
O=C(NNc1ccc(Br)cc1)C1=CCOCC1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0654c
O=C(NNc1ccc(C(F)(F)F)cc1)C1=CCOCC1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0654c
O=C(NNc1ccc(Cl)cc1)C1=CCOCC1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0654c
Brc1coc(CN2CCC23CCOC3)c1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0675a
Brc1csc(CN2CCC23CCOC3)c1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0675a
c1cc2c(cc1CN1CCC13CCCOC3)CC2,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0675b
c1cc(C2CC2)oc1CN1CCOCC1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0675a
COc1cccc(NC(=O)N2CC(=O)C2)c1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0419c
CC1(c2cccc(NC(=O)C3=CCOCC3)c2)CCO1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0419b
Cc1cc2c(cc1NC(=O)C1=CCOCC1)CCO2,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0419b
CC1CCC1CNC(=O)c1cncs1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0502c
CC1CC1NC(=O)c1nc(Cl)cs1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0456a
Cc1ccc(Br)c(C(=O)NCc2ccno2)c1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0787a
CC1(C)Cc2cccc(CNC(=O)c3cccnc3)c2O1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0426b
CC1(C)CCC1CNC(=O)c1cncs1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0502b
CC1(C)C=Cc2cccc(NC(=O)N3CC(=O)C3)c2O1,x0654b,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0419c
CCC1CCC1NC(=O)c1csc(Cl)n1,x0421a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421d
CCC1CCC1NC(=O)c1csc(C)n1,x0421a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421c
CCC1CCC1NC(=O)c1ncsc1C,x0421a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421d
C#CC1CCC(CNC(=O)c2cncs2)CC1,x0421a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0502a
CCC1CC1NC(=O)c1ncsc1Br,x0421a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421a
CCC1CC1NC(=O)c1ncsc1Cl,x0421a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0421c
CCC1CC1NC(=O)c1nc(Br)cs1,x0421a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0456a
CCC1CC1NC(=O)c1ncc(Cl)s1,x0421a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0456a
CCC1CC1NC(=O)c1nc(C)cs1,x0421a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0456a
C#CC(NC(=O)c1cccc2c1OC(C)C2)C(C)(C)C,x0421a,CpKRS_FrAncestor_bulkdock_iter2_cluster_best5,x0555a
