smiles,template,compound_set,hit1
CC(C)(C)OC(=O)NCC(=O)c1cncs1,x0414a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0504c
CNCCCNS(=O)(=O)c1ccc([N+](=O)O)cc1,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0487a
NCCCNS(=O)(=O)c1ccc([N+](=O)O)cc1,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0487a
CCNS(=O)(=O)c1ccc([N+](=O)O)cc1F,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0472c
CCCNS(=O)(=O)c1cc(C)cc(Br)c1,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0472c
CCNS(=O)(=O)c1ccc(C)c(Br)c1,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0472c
CCNS(=O)(=O)c1c(F)cc(F)cc1F,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0483a
CCNS(=O)(=O)c1ccccc1C(F)(F)F,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0639c
CNCc1sc(C(=O)CCOC)nc1C,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0504a
COCCC(=O)c1nc(C)c(CN)s1,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0504b
CCCNS(=O)(=O)c1cccc(OC)c1F,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0472a
CC(N)C(=O)c1ccccc1OC(F)F,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0436a
C=C(C(=O)O)c1cccnc1N(C)C,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0602a
CC(N)C(=O)c1ccc(OC(F)F)cc1F,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0436b
COC(=O)c1c([N+](=O)O)cccc1S(N)(=O)=O,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0639b
Cc1cccc([N+](=O)O)c1CCS(=O)(=O)Cl,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0639b
CCNS(=O)(=O)c1ccc(F)c(C)c1,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0472c
CCNS(=O)(=O)c1ccc(C(F)F)cc1,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0483a
Oc1ccc(N=C=S)cc1,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0436b
COc1cc(C(C)(CN)OC)ccn1,x0487b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0602b
COc1ccc(C(C)=O)c(OC)n1,x0639c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0634a
CCOC(=O)c1cc(OC(F)(F)F)ccc1N,x0639c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0436a
CCOC(=O)c1sc(NCCCOC)nc1CCl,x0639c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0504a
CCOC(=O)CCNS(=O)(=O)c1ccc(N)cc1,x0639c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0483a
CC(C)Oc1ccc(NC(N)=S)cc1,x0634a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0639b
C=CCOC(=O)NCc1ccc(CS(=O)(=O)F)cc1,x0634a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0472c
O=C=Nc1ccc(S(=O)(=O)O)cc1,x0634a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0504c
CC(NC(=O)C(F)(F)F)(C(=O)O)c1ccc(S(C)(=O)=O)cc1,x0634a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0472a
CC(=O)NC(C)c1nc(C)c(C(=O)O)s1,x0634a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0639a
NNS(=O)(=O)Cc1ccc([N+](=O)O)cc1,x0634a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0602a
CNc1cc(C=O)cnc1OC,x0634a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0634a
COCc1ncc(CN)s1,x0634a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0487a
COC(=O)C(C)(C)CNC(=O)c1cccc(Cl)c1,x0634a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0639c
CNS(=O)(=O)c1ccccc1C(C)(C)C,x0634a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0426b
CNC(=O)CCNS(=O)(=O)c1ccc(F)cc1Cl,x0634a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0483a
Cc1cc(C(=O)O)ccc1S(=O)(=O)N(C)C(C)CS(C)(=O)=O,x0634a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0487b
C#Cc1scnc1C(=O)N(C)C(C)C(C)(F)F,x0483a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0504b
Cc1nc(Cl)c(N2CCC(CF)CC2)nc1C,x0634b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0472b
CC(C)(C)C(O)CN1CCOC(C(C)(C)C)C1,x0555a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0414a
CN(Cc1ccnc(N)c1)C(C)(C)C(C)(C)C,x0555a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0602a
CC1(C)OCCN(CC(O)C(F)(F)F)C1(C)C,x0555a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0414b
C=C(c1cc(OC(F)(F)F)ccc1N)C(C)O,x0540a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0436a
C=C(c1ccc(OC(F)(F)F)cc1N)C(C)O,x0540a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0436b
CC(O)C=Cc1cc(OC(F)(F)F)ccc1N,x0540a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0436a
CNC(=S)NC(C)c1cccc(OC(F)(F)F)c1,x0540a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0436b
C#CCNC(=O)c1cc(C(F)(F)F)ncc1OC,x0634a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0634b
C#CC(C)(C)N(C)S(=O)(=O)c1ccc(Cl)cc1C,x0555a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0639a
C#CC1(C#C)COCCN1S(=O)(=O)N(C)C(C)C,x0555a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0540b
CCNc1ccnc(OC)c1Cl,x0602b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0634b
COc1cc(NC(C)C)c(Br)cn1,x0540b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0634b
CC1COCCN1S(=O)(=O)N(C)C,x0540b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0540a
CC=Cc1nc(OC)ccc1CO,x0540b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0634b
C#Cc1scnc1C(=O)NCC=C=C,x0504c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0504a
COc1ccc(CN2C(C)COCC2C)cc1Cl,x0504c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0675b
CC1OCCN(Cc2cc(O)cc(F)c2)C1(C)C,x0675b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0675a
CC#CCNC(=O)c1ccc(C(F)(F)F)nc1OC,x0675b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0634b
COc1ncccc1C(=O)NCC#CCC(F)(F)F,x0540a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0634a
C#CC#CC(C)(C)NS(=O)(=O)c1ccc(C)c(Cl)c1,x0540a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0472b
COc1c(F)cccc1CN1CCOC(C)(C)C1C,x0675a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0675b
COc1cc(CN2CCOCC2(C)C)cc(F)c1F,x0675a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0675b
C=CC1COCCN1S(=O)(=O)N(C)C,x0504c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0540b
CCC1COC(C)(C)CN1CC(F)F,x0504c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0540a
CC(C)(C)C1COCCN1CC(F)F,x0414b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0540a
C#CC1(C#C)COCCN1Cc1cccc(C)c1N,x0540b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0675a
C#CC(NC(=O)c1ccc(C#N)c(Cl)c1)C(C)(C)C,x0540b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0555a
CC#CC#CC(=O)NCc1ccnc(C(F)(F)F)c1F,x0485c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0602b
COc1cc(CNC(=O)N2CCOC(C)C2)ccc1F,x0419a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0654a
CCNS(=O)(=O)c1cc(C)c(F)cc1F,x0639c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0639c
CC(C)N(C)S(=O)(=O)N1CCOCC1C,x0639c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0540b
C#CC(C)N(C)S(=O)(=O)N1CCOCC1,x0639c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0540b
COc1cc(C)c(C(=O)NC(C)C)cn1,x0639c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0634a
CCC1(CO)COCCN1CC(F)(F)F,x0654c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0414b
CCC(O)CN1CCOC(C)(C)C1(C)C,x0654c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0414a
CC(C)C(N)CN1CCOC(C)C1(C)C,x0414a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0414b
C#CCC(C)NC(=O)c1ccc(O)c(Cl)c1,x0472c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0555a
CC=C(F)C(=O)NCc1ccnc(Br)c1F,x0414a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0602b
C#CC1COCCN1S(=O)(=O)N(C)C(C)C,x0414a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0540b
Cc1cc(C)c(N(C)S(=O)(=O)CF)cc1C,x0414a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0472b
C=C(Cl)C(O)CN1CCOCC1C(C)(C)C,x0675a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0414a
CC1CN(Cc2cccc(N)c2)C(C)CO1,x0675a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0675a
CC(=CC(=O)Nc1ccc(O)cc1)C(F)(F)F,x0540b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0436b
CCn1cc(C=CC(=O)c2ccccc2O)c(C)n1,x0434a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0426b
CCOc1ccc(C(C)N)cc1OCC,x0434a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0634a
CN(C)S(=O)(=O)N1CCN(CCN)CC1,x0434a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0414a
COCCNc1ccc(C)cc1N,x0434a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0414b
CCNS(=O)(=O)c1ccc(S(C)(=O)=O)nc1,x0504c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0487b
CCN1CCOCC1C(=O)Nc1cc(C)cc(C)n1,x0485b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0606b
COC(C)C1CCN(c2ccncc2F)CC1,x0646a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0489a
C#CC1(C)CCN(C(=O)Nc2ncc(F)s2)C1,x0414b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0407c
C#CCC1CCN(C(=O)Nc2scnc2C)C1,x0414b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0407c
CC1(C)CCNCC1C(=O)Nc1ccccn1,x0602b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0606a
C#Cc1sccc1C(=O)NCC1(N)CCCC1,x0602b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0502a
CC1(C)CSCCN1Cc1cccc(O)c1F,x0540b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0675b
Cc1ccc(C(=O)NCc2ncsc2C)cc1,x0540b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0492b
Cc1ccc(C)c(C(=O)NCc2ncsc2C)c1,x0419a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0426a
CC(F)(F)C(=O)Nc1ccc(OC(F)(F)F)cn1,x0540b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0436a
CC1(C)OCCOC1C(=O)Nc1ccccc1Cl,x0540b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0606b
Cc1ccc(NC(=O)C2COCC(C)(C)N2)cc1,x0540b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0606b
Cc1ccc(C)c(C(=O)NCc2cccs2)c1N,x0540b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0492a
O=C(Nc1ccc(O)c(Cl)c1)C1=C(Cl)CCOC1,x0540b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0419c
Cc1ccc(NNC(=O)C2=CCOCC2)cc1C,x0419b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0654c
Cc1cc(Cl)ccc1CNC(=O)C1CCC=CO1,x0426b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0654c
Cc1ccc(NNC(=O)C2=CCOCC2)c(C)c1,x0654b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0654c
O=C(NCc1cnc(Cl)c(Cl)c1)C1=CCCCO1,x0654b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0654c
CCc1cccc(NC(=O)C2=C(Cl)CCOC2)n1,x0654b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0606a
COC1(C(=O)Nc2cccc(C)c2)CCCSC1,x0419a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0606a
C#Cc1ccc(CNC(=O)C2=COCCO2)cc1,x0540a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0654a
Cc1cccc(NC(=O)C2OCCOC2(C)C)c1,x0479b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0419b
O=C(NCc1cccc(F)c1Cl)c1ccnnc1,x0479b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0434a
C#CC1CCCN1C(=O)Nc1sc(CC)nc1C,x0675b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0407b
C=CC(O)CN1CC=CCC1(C)C,x0414a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0414b
FC(F)C1CN(CC=CBr)CCN1,x0414a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0540a
Cc1cccc(CN2CCN(C)CC2(C)C)c1F,x0675a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0675a
C=CC1(C)COCCN1Cc1ccnc(F)c1C,x0675a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0675a
C#Cc1cccc(CN2CCSCC2C#N)c1F,x0675a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0675b
CC1(C)OCCNC1C(=O)Nc1ccccc1F,x0675a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0606c
O=C(OCc1ccc(F)cc1)N1CCCC(O)C1,x0654c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0654a
COc1ccc(NC(=O)C2(F)CCCOC2)cc1Cl,x0419a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0419a
C#Cc1cnc(C(=O)NCC2=CCOCC2)c(C)c1,x0540b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0654b
Cc1cc(F)cc(C(=O)NCc2ccnc(F)c2)c1,x0540b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0434a
C#Cc1ncccc1NC(=O)C1=C(CC)OCCC1,x0654a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0606c
Cc1ccccc1C(C)(C)NC(=O)C1=CCOCC1,x0602a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0654b
Cc1cc(CC(=O)N2CCC=CC2(C)CO)ccn1,x0540a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0419b
CCc1cccc(NC(=O)C2CCC(C)(C)CO2)n1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0606a
C#CC(C)NC(=O)C1CCN(c2cccnc2)CC1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0489a
C#CC1CN(C(=O)C(F)(F)c2ccn(C)n2)CC1C,x0504c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421a
COc1cccc(C(=O)Nc2cc(C)cc(C)c2)n1,x0419a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0485c
CC1(C)OCCOC1C(=O)Nc1ccc(F)c(F)c1,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0606c
CC(NC(=O)c1cncc(F)c1)c1cncc(F)c1,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0434a
O=C(NC1CCCC1F)c1ccnn1CC(F)(F)F,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421c
Cc1cnc(NC(=O)C2CC=CC2)s1,x0602b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0407c
Cc1cc(CNC(=O)C2CCSCN2)cc(C)c1F,x0407b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0654c
CC(NC(=O)c1ccn(C(F)(F)F)c1)C1CCCN1,x0407b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0502b
C=Cc1ccccc1NC(=O)C1CNC(C)(C)CO1,x0407b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0606b
COc1cc(C)c(NC(=O)C2(F)CCCOC2)cc1F,x0654a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0419a
Cc1cnc(C(=O)NCC2(C)CCCC2(F)F)c(C)n1,x0485b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0492a
CC1(C(=O)Nc2cncc(C(C)(F)F)c2)CC=CCO1,x0485b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0419c
COc1ccc(F)cc1C(=O)Nc1nc(C)ccc1F,x0485c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0485a
CC1(C(=O)Nc2ccnc(C(C)(F)F)c2)CC=CCO1,x0485c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0419c
COc1cc(F)ccc1C(=O)Nc1ccc(F)cc1O,x0485a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0485a
COc1cccc(CC(=O)N2C(C)COCC2C)c1Cl,x0485a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0419a
CC(C)N1CCC(NC(=O)c2ccn(C(F)(F)F)c2)C1,x0419a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0421d
Cc1nc(CNC(=O)C2OCCCC2(C)C)ccc1F,x0421b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0654a
CCc1ccc(F)c(NC(=O)C2OCCOC2(C)C)c1,x0421b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0606c
C#Cc1ccc(C(=O)NCc2cccc(C)n2)cc1F,x0419c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0434a
CC1COCCC1C(=O)Nc1cc(C(F)(F)F)ccn1,x0419c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0419b
C#Cc1ccc(F)c(C(=O)NCc2ccncc2C)c1,x0419c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0434a
CN1CCOC(C(=O)NC(C)(C)c2ccc(Cl)cc2)C1,x0419c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0654b
CN1CCOC(C(=O)NC(C)(C)c2ccc(F)cc2)C1,x0419c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0654b
COc1c(F)cccc1C(=O)NC1COCCC1(F)F,x0485c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0419b
Cc1cccc(NC(=O)C2(N(C)C)CCOCC2)c1Cl,x0485c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0419c
C#CC(CO)NC(=O)c1csc(C)c1C,x0414b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0504b
C#CCC(C)(C)NC(=O)c1cc(C)ns1,x0421b,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0504b
CC#CCNc1ccc(N(C)C)cc1F,x0504c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0602b
CC#CCNc1ccc(N(C)C)cc1Cl,x0504c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0602a
C#CCNS(=O)(=O)c1ccnc(C)c1Cl,x0504c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0472a
C#CCNS(=O)(=O)c1ncc(Br)cc1F,x0504c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0639a
CC1SCCN(CC(C)(C)N(C)C)C1C,x0540a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0414a
C#CC1(C#C)COCCN1C(=O)CC(C)c1ccc(F)cc1,x0540a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0654a
Cc1cccnc1C(=O)NCc1cccs1,x0419a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0492a
C#Cc1sccc1C(=O)NC(C)C(=O)NC,x0540a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0504c
Cc1ccnc(N2CCCCC2C(F)F)n1,x0504a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0489a
CC1(C)CCCOC1C(=O)Nc1ccccc1,x0502a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0606c
O=C(NCc1cscn1)c1ccc(Cl)cc1F,x0502a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0426a
O=C(NCc1cscn1)c1cccc(F)c1Cl,x0502a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0426a
Cc1cccc(F)c1C(=O)NCc1cscn1,x0502a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0426a
Cc1c(F)cccc1C(=O)NCc1cscn1,x0502a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0426a
O=C(NCc1ccoc1)c1ncc(Cl)cc1Cl,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0492b
O=C(Nc1cc(F)ccn1)C1=C(Cl)CCOC1,x0421a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0606a
Cc1cccc(C(=O)NC(C)c2cscn2)c1,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0492a
O=C(NCc1conc1Br)c1ccccc1F,x0421d,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0426b
CC1=C(C(=O)Nc2ccccc2C)SCCO1,x0419a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0606b
Cc1nc(C)c(C(=O)OCc2nccs2)o1,x0504c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0646a
COc1cc(OC)c(C(=O)Nc2ccc(F)c(Cl)c2F)cc1Br,x0485c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0485c
O=C(OCc1nccs1)c1csnn1,x0485c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0646a
CCOc1ccc(COC(=O)C2CCN(C(C)C)CC2)cc1,x0485c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0654b
COc1cc(OC)c(C(=O)Nc2cncc(F)c2)cc1Br,x0485c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0485a
O=C(Nc1nncs1)c1csnn1,x0485c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0407a
COc1cccc(C(=O)Nc2ccc(Br)cc2C)c1OC,x0485c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0485b
Cc1ncsc1C(=O)Nc1nncs1,x0485a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0407a
Cc1nnc(NC(=O)c2sc(C)nc2C)s1,x0485c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0407a
COc1ccnc(NC(=O)c2cc(I)ccc2OC)c1,x0485c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0485b
COc1ccc(I)cc1C(=O)Nc1nc(C)ccc1Br,x0485c,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0485b
CCOc1ncccc1C(=O)Nc1ncccc1I,x0485a,CpKRS_FrAncestor_bulkdock_iter1_cluster_best5,x0485b
